"main.id","hpq_phiheal_spon_mem.id","phiheal_spon_mem_refno"
"3336178","1","2"
"3336183","0","1"
"3336184","0","1"
"3336184","1","2"
"3336212","0","1"
"3336212","1","2"
"3336213","0","1"
"3336213","1","2"
"3337736","0","5"
"3337738","0","4"
"3337738","1","5"
"3337742","0","1"
"3337742","1","2"
"3337742","2","3"
"3337742","3","4"
"3337742","4","5"
"3337742","5","6"
"3337742","6","7"
"3337742","7","8"
"3337742","8","9"
"3337745","0","1"
"3337745","1","2"
"3337745","2","3"
"3337745","3","4"
"3337745","4","5"
"3356503","0","1"
"3389969","0","1"
"3389971","0","1"
"3396972","0","2"
"3396979","0","2"
"3396984","0","1"
"3396984","1","2"
"3396984","2","3"
"3396984","3","4"
"3396984","4","5"
"3396984","5","6"
"3396986","0","5"
"3397001","0","1"
"3397001","1","2"
"3397001","2","3"
"3397001","3","4"
"3397001","4","5"
"3397001","5","6"
"3397001","6","7"
"3397001","7","8"
"3397012","0","1"
"3397019","0","1"
"3424108","0","1"
"3424109","0","1"
"3424110","0","1"
"3424110","1","2"
"3424113","0","1"
"3424113","1","2"
"3424119","0","1"
"3424119","1","2"
"3424122","0","1"
"3424122","1","2"
"3424123","0","1"
"3424124","0","1"
"3424124","1","2"
"3427762","0","1"
"3518604","0","1470162169283"
"3518606","0","1470162169283"
"3518605","0","1470162169283"
"3518609","0","1470162169283"
"3518610","0","1470162169283"
"3518610","1","1470162169284"
"3518614","0","1470162169285"
"3518615","0","1470162169285"
"3518628","0","1470162169287"
"3649019","0","1"
"3649019","1","2"
"3649039","0","1"
"3649039","1","2"
"7320079","0","2"
